time,x,y,heading_deg,steer_deg,xte,target_idx
52.07,76.097,-0.004,-0.02,0.13,0.183,158
52.18,76.185,-0.005,-0.01,0.09,0.095,159
52.28,76.351,-0.001,-0.01,0.02,0.072,159
52.38,76.491,0.028,-0.01,-0.55,0.214,159
52.49,76.648,-0.005,-0.04,0.15,0.136,159
52.59,76.779,-0.000,-0.03,0.05,0.005,159
52.69,76.993,-0.013,-0.03,0.01,0.209,161
52.80,77.090,-0.007,-0.03,-0.13,0.200,161
52.90,77.236,-0.027,-0.03,-0.54,0.060,162
53.00,77.397,-0.017,-0.07,-0.78,0.109,162
53.10,77.563,-0.009,-0.11,-2.22,0.232,163
53.20,77.654,0.016,-0.25,-2.68,0.141,163
53.31,77.829,-0.001,-0.41,-3.81,0.034,164
53.41,77.977,-0.005,-0.64,-3.77,0.182,164
53.51,78.145,-0.027,-0.86,-5.11,0.157,165
53.61,78.315,0.015,-1.17,-6.12,0.021,165
53.72,78.434,-0.002,-1.54,-5.71,0.134,165
53.82,78.610,-0.008,-1.88,-7.71,0.310,166
53.92,78.725,-0.038,-2.35,-7.01,0.245,166
54.03,78.895,-0.022,-2.77,-9.69,0.075,167
54.13,79.065,-0.004,-3.36,-10.38,0.099,167
54.23,79.237,-0.077,-3.99,-11.29,0.281,168
54.33,79.359,-0.097,-4.67,-10.90,0.291,168
54.44,79.488,-0.054,-5.34,-13.95,0.155,169
54.54,79.641,-0.104,-6.19,-13.32,0.104,169
54.64,79.775,-0.140,-7.00,-14.93,0.199,170
54.75,79.947,-0.095,-7.92,-16.35,0.328,170
54.85,80.103,-0.142,-8.93,-17.85,0.243,171
54.96,80.251,-0.156,-10.04,-18.02,0.164,171
55.06,80.392,-0.234,-11.15,-18.99,0.252,172
55.16,80.533,-0.163,-12.34,-20.41,0.182,172
55.27,80.644,-0.206,-13.62,-21.32,0.192,173
55.37,80.824,-0.298,-14.96,-21.11,0.283,173
55.48,80.989,-0.321,-16.29,-23.16,0.266,174
55.58,81.109,-0.315,-17.76,-23.36,0.271,174
55.68,81.293,-0.391,-19.24,-24.98,0.266,175
55.78,81.429,-0.423,-20.84,-25.07,0.282,175
55.88,81.561,-0.529,-22.45,-25.72,0.314,176
55.99,81.695,-0.568,-24.11,-25.82,0.332,176
56.09,81.779,-0.629,-25.77,-26.13,0.328,177
56.19,81.981,-0.708,-27.46,-27.18,0.340,177
56.29,82.088,-0.738,-29.22,-27.93,0.291,178
56.40,82.239,-0.865,-31.04,-28.08,0.356,178
56.50,82.351,-0.913,-32.88,-28.80,0.308,179
56.61,82.494,-1.000,-34.77,-29.09,0.337,179
56.71,82.560,-1.114,-36.68,-28.52,0.355,181
56.81,82.686,-1.176,-38.55,-28.67,0.338,181
56.91,82.820,-1.258,-40.43,-28.99,0.304,181
57.01,82.960,-1.404,-42.33,-28.71,0.342,182
57.11,83.087,-1.449,-44.21,-28.97,0.254,182
57.21,83.147,-1.572,-46.12,-28.17,0.298,182
57.32,83.297,-1.689,-47.96,-27.32,0.252,183
57.42,83.367,-1.775,-49.74,-26.80,0.253,183
57.52,83.519,-1.876,-51.47,-27.81,0.202,183
57.63,83.558,-2.009,-53.29,-24.32,0.226,184
57.73,83.659,-2.142,-54.84,-24.57,0.232,184
57.83,83.723,-2.283,-56.41,-21.27,0.221,185
57.93,83.822,-2.384,-57.75,-21.56,0.226,185
58.04,83.898,-2.543,-59.11,-21.53,0.174,185
58.14,83.958,-2.609,-60.46,-17.76,0.185,186
58.24,84.020,-2.750,-61.56,-17.56,0.143,186
58.35,84.129,-2.929,-62.65,-14.62,0.174,187
58.45,84.173,-3.058,-63.55,-14.15,0.089,187
58.55,84.259,-3.158,-64.42,-14.62,0.077,187
58.65,84.306,-3.312,-65.31,-10.16,0.102,188
58.75,84.380,-3.424,-65.93,-10.49,0.054,188
58.86,84.439,-3.616,-66.56,-6.15,0.148,189
58.96,84.518,-3.701,-66.93,-6.78,0.154,189
59.06,84.547,-3.841,-67.34,-6.17,0.201,189
59.17,84.621,-3.985,-67.72,-2.17,0.257,190
59.27,84.707,-4.126,-67.85,-2.76,0.326,190
59.37,84.733,-4.256,-68.01,1.98,0.390,191
59.47,84.794,-4.427,-67.89,2.19,0.396,191
59.57,84.866,-4.566,-67.76,5.83,0.475,192
59.68,84.903,-4.684,-67.41,5.97,0.485,192
59.78,84.951,-4.800,-67.05,5.91,0.504,192
59.88,85.028,-4.959,-66.69,9.70,0.569,193
59.99,85.060,-5.093,-66.11,10.13,0.547,193
60.09,85.131,-5.235,-65.49,13.47,0.598,194
60.19,85.213,-5.380,-64.67,13.33,0.610,194
60.30,85.277,-5.496,-63.86,16.17,0.640,195
60.40,85.314,-5.647,-62.86,16.82,0.612,195
60.50,85.416,-5.781,-61.82,19.13,0.650,196
60.60,85.476,-5.899,-60.63,19.03,0.656,196
60.70,85.592,-6.032,-59.44,21.13,0.683,197
60.81,85.569,-6.165,-58.11,21.95,0.617,197
60.91,85.723,-6.268,-56.73,20.96,0.665,197
61.01,85.807,-6.423,-55.41,23.72,0.668,198
61.12,85.858,-6.505,-53.90,23.22,0.638,198
61.22,85.965,-6.642,-52.43,25.26,0.639,199
61.32,86.060,-6.779,-50.80,25.59,0.612,199
61.43,86.156,-6.868,-49.16,26.64,0.619,200
61.53,86.260,-7.033,-47.43,27.54,0.573,200
61.63,86.378,-7.129,-45.64,27.29,0.576,200
61.73,86.408,-7.241,-43.87,28.56,0.534,201
61.83,86.560,-7.360,-41.99,28.91,0.501,201
61.94,86.660,-7.482,-40.10,30.08,0.489,202
62.04,86.770,-7.552,-38.10,29.68,0.462,202
62.14,86.892,-7.631,-36.14,29.49,0.463,202
62.25,87.050,-7.691,-34.20,30.00,0.486,203
62.35,87.146,-7.763,-32.22,29.70,0.456,203
62.45,87.276,-7.898,-30.26,31.17,0.419,204
62.55,87.380,-7.959,-28.18,30.82,0.372,204
62.66,87.527,-8.026,-26.13,30.90,0.382,204
62.75,87.711,-8.094,-24.07,31.71,0.354,205
62.85,87.870,-8.132,-21.94,31.60,0.382,205
62.96,87.932,-8.187,-19.83,31.25,0.361,206
63.06,88.082,-8.290,-17.74,32.01,0.252,206
63.16,88.236,-8.282,-15.59,31.43,0.331,206
63.26,88.381,-8.360,-13.49,32.09,0.237,207
63.36,88.530,-8.425,-11.34,32.50,0.210,207
63.47,88.678,-8.425,-9.15,32.13,0.232,208
63.57,88.800,-8.402,-6.99,31.38,0.222,208
63.67,88.962,-8.462,-4.89,32.03,0.232,208
63.77,89.103,-8.465,-2.74,31.78,0.174,209
63.87,89.267,-8.461,-0.61,31.88,0.178,209
63.97,89.404,-8.488,1.53,31.99,0.192,209
64.08,89.578,-8.488,3.67,32.19,0.092,210
64.19,89.713,-8.460,5.84,31.86,0.185,210
64.29,89.884,-8.459,7.98,32.06,0.086,211
64.39,90.005,-8.395,10.13,31.41,0.124,211
64.49,90.165,-8.402,12.23,31.87,0.164,211
64.60,90.303,-8.335,14.37,31.32,0.074,212
64.70,90.469,-8.338,16.46,31.89,0.155,212
64.80,90.597,-8.275,18.60,31.29,0.097,213
64.90,90.753,-8.279,20.69,31.72,0.060,213
65.00,90.893,-8.176,22.81,31.54,0.169,213
65.10,91.002,-8.114,24.92,30.82,0.046,214
65.21,91.150,-8.080,26.97,31.12,0.107,214
65.31,91.247,-7.952,29.05,30.34,0.143,214
65.42,91.392,-7.936,31.06,30.55,0.033,215
65.52,91.565,-7.842,33.09,31.25,0.194,215
65.62,91.682,-7.757,35.17,30.80,0.079,216
65.72,91.811,-7.688,37.22,30.92,0.112,216
65.83,91.935,-7.589,39.28,31.01,0.170,216
65.93,92.067,-7.515,41.35,30.86,0.110,217
66.03,92.124,-7.353,43.40,30.08,0.148,217
66.13,92.267,-7.278,45.39,30.66,0.124,217
66.23,92.354,-7.186,47.43,30.03,0.088,218
66.34,92.444,-7.050,49.42,29.94,0.202,218
66.44,92.549,-6.999,51.40,29.92,0.144,218
66.55,92.658,-6.846,53.38,29.97,0.136,219
66.65,92.737,-6.677,55.36,30.04,0.138,219
66.76,92.791,-6.584,57.35,29.20,0.063,220
66.86,92.909,-6.482,59.27,29.67,0.172,220
66.96,92.992,-6.310,61.23,30.04,0.118,220
67.06,93.069,-6.214,63.22,29.61,0.127,221
67.16,93.178,-6.098,65.17,30.12,0.255,221
67.26,93.203,-5.929,67.16,29.48,0.121,222
67.37,93.247,-5.792,69.11,29.29,0.150,222
67.47,93.280,-5.640,71.04,29.11,0.157,222
67.57,93.326,-5.488,72.95,29.00,0.080,223
67.68,93.384,-5.394,74.86,28.79,0.167,223
67.78,93.453,-5.252,76.74,29.23,0.174,223
67.88,93.490,-5.102,78.67,29.03,0.141,224
67.98,93.487,-4.914,80.58,29.05,0.195,224
68.09,93.513,-4.763,82.49,28.92,0.097,225
68.19,93.584,-4.650,84.38,29.17,0.182,225
68.29,93.556,-4.482,86.30,28.87,0.169,225
68.40,93.578,-4.365,88.20,28.46,0.120,226
68.50,93.583,-4.203,90.06,28.64,0.187,226
68.61,93.554,-4.054,91.94,28.32,0.133,226
68.71,93.575,-3.907,93.79,28.44,0.119,227
68.82,93.594,-3.737,95.66,29.03,0.231,227
68.92,93.556,-3.561,97.56,28.95,0.118,228
69.02,93.511,-3.458,99.46,28.13,0.130,228
69.13,93.528,-3.280,101.30,28.99,0.180,228
69.23,93.449,-3.150,103.21,28.17,0.079,229
69.33,93.428,-3.014,105.05,28.15,0.175,229
69.43,93.403,-2.859,106.89,28.45,0.131,229
69.54,93.369,-2.726,108.75,28.25,0.116,230
69.64,93.278,-2.543,110.60,28.63,0.161,230
69.74,93.269,-2.469,112.48,27.88,0.116,230
69.85,93.194,-2.312,114.29,28.01,0.129,231
69.95,93.137,-2.137,116.12,28.70,0.147,231
70.05,93.052,-2.010,118.00,28.38,0.086,232
70.15,93.017,-1.889,119.86,28.36,0.191,232
70.26,92.908,-1.769,121.72,28.07,0.098,232
70.36,92.822,-1.627,123.55,28.27,0.112,233
70.46,92.745,-1.490,125.40,28.51,0.164,233
70.56,92.662,-1.413,127.27,27.76,0.061,234
70.67,92.593,-1.276,129.08,28.09,0.138,234
70.77,92.470,-1.177,130.91,27.78,0.131,234
70.87,92.386,-1.056,132.72,27.97,0.061,235
70.97,92.238,-0.915,134.55,28.51,0.172,235
71.07,92.182,-0.819,136.41,27.82,0.091,237
71.18,92.054,-0.714,138.23,27.90,0.119,237
71.28,91.929,-0.624,140.05,27.79,0.140,237
71.38,91.806,-0.526,141.86,27.87,0.042,237
71.49,91.717,-0.453,143.68,26.27,0.141,238
71.59,91.589,-0.370,145.38,26.23,0.106,238
71.70,91.433,-0.264,147.07,26.71,0.090,238
71.80,91.340,-0.189,148.80,26.51,0.191,238
71.90,91.264,-0.104,150.51,24.62,0.108,239
72.01,91.092,-0.023,152.09,24.91,0.125,239
72.11,90.954,0.036,153.68,24.78,0.142,239
72.21,90.814,0.137,155.27,23.17,0.090,240
72.31,90.691,0.180,156.74,22.83,0.180,240
72.41,90.547,0.236,158.19,22.84,0.104,240
72.51,90.417,0.310,159.64,23.14,0.122,240
72.61,90.255,0.305,161.11,19.81,0.174,241
72.72,90.106,0.394,162.35,20.52,0.089,241
72.82,89.980,0.443,163.63,20.54,0.168,241
72.92,89.841,0.481,164.92,20.46,0.167,241
73.03,89.713,0.528,166.20,17.81,0.137,242
73.13,89.544,0.602,167.31,18.61,0.262,242
73.23,89.429,0.589,168.46,17.63,0.187,242
73.33,89.257,0.603,169.56,17.46,0.171,242
73.44,89.096,0.643,170.64,15.05,0.251,243
73.54,88.973,0.661,171.56,14.84,0.209,243
73.64,88.792,0.678,172.47,14.93,0.258,243
73.74,88.670,0.729,173.39,12.81,0.372,244
73.85,88.504,0.709,174.17,12.23,0.274,244
73.95,88.384,0.768,174.92,12.96,0.310,244
74.05,88.186,0.753,175.71,12.64,0.361,244
74.15,88.092,0.770,176.48,10.02,0.387,245
74.26,87.908,0.768,177.08,9.95,0.313,245
74.36,87.777,0.814,177.69,10.68,0.366,245
74.46,87.603,0.798,178.34,8.08,0.428,246
74.57,87.488,0.734,178.82,6.71,0.317,246
74.67,87.289,0.776,179.23,7.69,0.321,246
74.77,87.165,0.780,179.69,7.63,0.362,246
74.87,87.050,0.815,-179.85,6.23,0.435,247
74.98,86.890,0.748,-179.47,4.98,0.303,247
75.08,86.706,0.790,-179.17,6.03,0.345,247
75.18,86.560,0.776,-178.81,4.15,0.399,248
75.29,86.440,0.811,-178.56,4.77,0.392,248
75.39,86.283,0.769,-178.27,4.05,0.311,248
75.49,86.113,0.821,-178.03,5.35,0.395,248
75.59,85.957,0.755,-177.71,2.56,0.369,249
75.69,85.839,0.765,-177.55,2.80,0.323,249
75.79,85.704,0.740,-177.39,2.38,0.284,249
75.89,85.506,0.758,-177.24,3.07,0.379,249
75.99,85.363,0.786,-177.06,2.44,0.364,250
76.10,85.205,0.767,-176.91,2.23,0.309,250
76.20,85.072,0.729,-176.78,1.53,0.303,250
76.30,84.911,0.728,-176.69,0.74,0.358,251
76.40,84.760,0.703,-176.64,0.43,0.259,251
76.50,84.587,0.722,-176.62,1.05,0.278,251
76.60,84.454,0.712,-176.55,1.00,0.337,251
76.71,84.317,0.728,-176.49,0.59,0.321,252
76.81,84.173,0.679,-176.46,-0.23,0.223,252
76.92,84.019,0.685,-176.47,0.13,0.260,252
77.02,83.839,0.702,-176.46,0.00,0.333,253
77.12,83.716,0.647,-176.46,-0.92,0.215,253
77.23,83.544,0.647,-176.52,-0.70,0.201,253
77.34,83.449,0.636,-176.56,-0.81,0.242,253
77.44,83.235,0.624,-176.61,-1.21,0.226,254
77.54,83.083,0.600,-176.68,-1.53,0.141,254
77.64,82.969,0.601,-176.77,-1.33,0.182,254
77.74,82.820,0.611,-176.85,-1.18,0.303,255
77.84,82.656,0.604,-176.92,-1.17,0.180,255
77.94,82.524,0.601,-176.99,-1.08,0.145,255
78.05,82.391,0.608,-177.06,-0.73,0.219,255
78.15,82.217,0.606,-177.10,-0.94,0.248,256
78.25,82.093,0.579,-177.16,-1.35,0.142,256
78.36,81.881,0.573,-177.24,-1.29,0.179,256
78.46,81.787,0.553,-177.32,-35.79,0.251,257
78.56,81.639,0.540,-179.80,-35.77,0.172,257
78.67,81.498,0.544,177.73,-35.71,0.086,257
78.77,81.328,0.582,175.26,-35.90,0.203,257
78.87,81.193,0.571,172.77,-35.75,0.262,257
78.97,81.049,0.575,170.29,-35.68,0.149,257
79.08,80.897,0.621,167.82,-35.76,0.174,257
79.18,80.732,0.609,165.35,-35.79,0.270,257
79.28,80.621,0.673,162.87,-35.59,0.291,257
79.39,80.431,0.709,160.41,-35.94,0.251,257
79.49,80.287,0.776,157.92,-36.01,0.347,257
79.59,80.171,0.832,155.42,-35.81,0.452,257
79.69,80.040,0.912,152.94,-35.81,0.477,257
79.79,79.881,0.916,150.46,-35.87,0.458,257
79.90,79.735,1.005,147.97,-36.08,0.570,257
80.00,79.646,1.123,145.47,-35.82,0.710,257
80.10,79.534,1.214,142.99,-35.72,0.775,257
80.20,79.407,1.304,140.51,-35.82,0.847,257
80.31,79.279,1.396,138.03,-35.97,0.942,257
80.41,79.194,1.454,135.54,-35.46,1.010,257
80.52,79.072,1.570,133.09,-35.75,1.138,257
80.62,78.944,1.696,130.62,-18.14,1.243,259
80.72,78.898,1.797,129.49,-17.20,1.341,259
80.82,78.774,1.915,128.43,-7.57,1.458,260
80.92,78.689,2.058,127.97,-7.17,1.606,260
81.02,78.591,2.166,127.54,2.29,1.725,261
81.13,78.488,2.310,127.67,9.80,1.862,262
81.23,78.382,2.382,128.27,8.88,1.926,262
81.33,78.332,2.522,128.80,9.85,2.064,262
81.43,78.158,2.627,129.40,14.55,2.173,263
81.54,78.103,2.710,130.29,14.39,2.261,263
81.64,78.005,2.895,131.17,19.42,2.116,264
81.75,77.932,2.925,132.39,18.17,2.079,264
81.85,77.812,3.063,133.52,18.58,1.937,264
81.95,77.700,3.209,134.67,21.54,1.793,265
82.05,77.604,3.321,136.03,21.69,1.690,265
82.15,77.516,3.416,137.40,21.60,1.600,265
82.26,77.389,3.518,138.76,22.59,1.485,266
82.36,77.260,3.613,140.19,22.53,1.387,266
82.47,77.167,3.694,141.61,22.30,1.312,266
82.57,77.021,3.848,143.02,23.43,1.176,267
82.68,76.948,3.907,144.51,22.90,1.105,267
82.78,76.785,3.990,145.97,22.90,1.010,267
82.88,76.685,4.082,147.42,23.05,0.924,267
82.99,76.555,4.142,148.88,22.04,0.888,268
83.09,76.406,4.206,150.27,21.86,0.804,268
83.19,76.286,4.324,151.65,22.67,0.676,268
83.29,76.188,4.343,153.09,21.60,0.663,268
83.39,76.038,4.475,154.45,21.60,0.578,269
83.50,75.872,4.489,155.81,20.80,0.520,269
83.60,75.774,4.538,157.11,20.47,0.462,269
83.70,75.586,4.596,158.40,19.15,0.446,270
83.81,75.518,4.668,159.59,19.26,0.415,270
83.91,75.334,4.720,160.79,19.42,0.288,270
84.01,75.189,4.802,162.01,18.21,0.214,271
84.11,75.085,4.844,163.14,18.02,0.241,271
84.21,74.922,4.863,164.26,17.67,0.209,271
84.31,74.790,4.907,165.35,17.72,0.096,271
84.41,74.635,4.956,166.45,15.93,0.137,272
84.52,74.468,4.987,167.43,15.96,0.210,272
84.62,74.323,5.036,168.41,16.31,0.074,272
84.72,74.175,5.057,169.42,14.02,0.101,273
84.82,74.033,5.100,170.28,14.30,0.247,273
84.92,73.859,5.112,171.15,14.19,0.154,273
85.03,73.713,5.118,172.02,11.84,0.124,274
85.14,73.598,5.154,172.74,12.02,0.219,274
85.24,73.427,5.144,173.48,11.56,0.229,274
85.34,73.267,5.177,174.18,11.95,0.178,274
85.45,73.141,5.180,174.91,9.67,0.209,275
85.55,73.030,5.206,175.49,9.79,0.300,275
85.65,72.798,5.211,176.09,9.99,0.218,275
85.76,72.695,5.262,176.69,8.73,0.266,276
85.86,72.549,5.225,177.22,7.89,0.298,276
85.96,72.374,5.185,177.69,7.01,0.229,276
86.06,72.261,5.261,178.12,8.44,0.262,276
86.17,72.089,5.275,178.63,6.89,0.312,277
86.27,71.967,5.280,179.04,6.83,0.365,277
86.38,71.804,5.302,179.45,7.31,0.310,277
86.49,71.654,5.227,179.90,4.25,0.240,278
86.59,71.503,5.244,-179.85,4.58,0.335,278
86.69,71.307,5.244,-179.57,4.73,0.257,278
86.79,71.171,5.260,-179.29,3.77,0.266,279
86.90,71.043,5.252,-179.06,3.61,0.312,279
87.00,70.885,5.226,-178.84,3.16,0.278,279
87.10,70.753,5.250,-178.65,3.72,0.252,279
87.20,70.567,5.218,-178.43,2.11,0.268,280
87.30,70.468,5.247,-178.30,2.67,0.352,280
87.41,70.324,5.221,-178.14,2.21,0.245,280
87.51,70.136,5.239,-178.01,1.85,0.253,281
87.61,70.011,5.204,-177.90,1.24,0.291,281
87.71,69.868,5.204,-177.83,1.34,0.257,281
87.81,69.713,5.208,-177.75,1.56,0.208,281
87.92,69.508,5.230,-177.65,1.40,0.308,282
88.02,69.407,5.191,-177.57,0.67,0.277,282
88.12,69.264,5.204,-177.53,1.07,0.212,282
88.22,69.086,5.150,-177.46,-0.44,0.193,283
88.33,68.977,5.191,-177.49,0.48,0.299,283
88.43,68.805,5.186,-177.46,0.53,0.212,283
88.54,68.625,5.160,-177.43,-0.32,0.178,284
88.64,68.475,5.185,-177.45,0.30,0.293,284
88.74,68.369,5.173,-177.43,0.13,0.244,284
88.84,68.203,5.174,-177.42,0.34,0.174,284
88.94,68.047,5.199,-177.40,0.43,0.249,285
89.04,67.901,5.108,-177.38,-1.29,0.236,285
89.15,67.764,5.094,-177.45,-1.45,0.119,285
89.25,67.599,5.110,-177.54,-1.10,0.144,286
89.35,67.476,5.111,-177.61,-0.96,0.242,286
89.45,67.246,5.071,-177.67,-1.68,0.092,286
89.55,67.145,5.115,-177.77,-0.74,0.122,287
89.66,67.040,5.106,-177.81,-0.82,0.181,287
89.76,66.855,5.085,-177.86,-1.11,0.194,287
89.86,66.711,5.108,-177.93,-0.48,0.112,287
89.96,66.514,5.091,-177.96,-0.91,0.190,288
90.07,66.402,5.095,-178.01,-0.73,0.245,288
90.17,66.278,5.044,-178.05,-1.72,0.111,288
90.27,66.050,5.075,-178.16,-0.95,0.147,289
90.37,65.885,5.103,-178.21,-0.29,0.238,289
90.47,65.775,5.022,-178.23,-1.94,0.107,289
90.58,65.664,5.049,-178.35,-1.20,0.050,289
90.68,65.458,5.049,-178.42,-1.10,0.218,290
90.78,65.313,5.049,-178.49,-1.01,0.156,290
90.88,65.169,5.072,-178.55,-0.42,0.072,290
90.99,65.041,5.030,-178.57,-1.26,0.128,291
91.09,64.883,5.030,-178.65,-1.18,0.225,291
91.20,64.729,5.032,-178.72,-1.06,0.075,291
91.30,64.622,5.015,-178.78,-1.25,0.041,292
91.41,64.474,5.025,-178.86,-0.99,0.188,292
91.51,64.278,5.012,-178.92,-1.22,0.123,292
91.62,64.159,4.986,-178.99,-1.76,0.015,292
91.72,63.967,5.056,-179.10,-0.10,0.196,293
91.83,63.875,4.984,-179.10,-1.51,0.225,293
91.93,63.699,4.998,-179.19,-1.17,0.049,293
92.03,63.555,5.036,-179.26,-0.27,0.102,294
92.13,63.388,5.006,-179.28,-0.83,0.243,294
92.23,63.209,5.030,-179.33,-0.28,0.070,294
92.34,63.104,4.985,-179.34,-1.08,0.043,295
92.44,62.936,5.020,-179.41,-0.38,0.210,295
92.55,62.783,5.031,-179.43,-0.12,0.146,295
92.65,62.662,5.019,-179.44,-0.37,0.029,295
92.75,62.516,5.001,-179.46,-0.66,0.124,296
92.86,62.302,4.976,-179.50,-1.18,0.169,296
92.96,62.186,4.983,-179.57,-0.97,0.054,296
93.07,62.033,5.001,-179.63,-0.44,0.102,297
93.17,61.889,5.017,-179.66,-0.12,0.247,297
93.27,61.763,4.977,-179.66,-0.94,0.136,297
93.38,61.588,4.987,-179.72,-0.58,0.043,298
93.48,61.429,5.003,-179.76,-0.27,0.200,298
93.58,61.306,4.990,-179.77,-0.51,0.182,298
93.68,61.146,4.968,-179.80,-1.00,0.038,298
93.79,61.004,4.940,-179.86,-1.28,0.134,299
93.89,60.865,4.988,-179.94,-0.32,0.246,299
93.99,60.701,4.986,-179.96,-0.37,0.083,299
94.10,60.546,4.973,-179.98,-0.52,0.078,300
94.20,60.368,5.008,179.99,0.18,0.252,300
94.30,60.239,4.956,180.00,-0.94,0.132,300
94.41,60.094,5.006,179.94,0.22,0.021,300
94.51,59.961,5.010,179.96,0.24,0.153,301
94.61,59.805,4.990,179.97,-0.16,0.197,301
94.72,59.652,4.975,179.96,-0.51,0.050,301
94.82,59.525,5.006,179.93,0.20,0.085,302
94.92,59.328,4.987,179.94,-0.18,0.225,302
95.03,59.186,5.001,179.93,0.11,0.082,302
95.13,59.046,4.934,179.94,-1.12,0.088,303
95.23,58.921,4.967,179.87,-0.46,0.186,303
95.33,58.736,4.991,179.84,0.03,0.138,303
95.44,58.602,5.006,179.84,0.35,0.006,303
95.54,58.445,4.972,179.86,-0.36,0.156,304
95.64,58.279,4.962,179.84,-0.58,0.189,304
95.74,58.115,4.999,179.81,0.25,0.021,304
95.85,58.000,4.946,179.82,-0.77,0.108,305
95.95,57.826,5.004,179.78,0.37,0.238,305
96.06,57.681,4.974,179.80,-0.28,0.096,305
96.16,57.554,4.969,179.78,-0.41,0.047,305
96.26,57.415,4.992,179.76,0.16,0.174,306
96.37,57.221,5.007,179.77,0.47,0.138,306
96.47,57.091,5.001,179.80,0.31,0.007,306
96.57,56.938,4.972,179.81,-0.30,0.148,307
96.67,56.796,4.980,179.80,-0.14,0.219,307
96.77,56.655,5.012,179.79,0.55,0.078,307
96.88,56.495,4.968,179.82,-0.37,0.089,308
96.98,56.320,5.010,179.80,0.46,0.247,308
97.08,56.196,4.968,179.83,-0.45,0.127,308
97.19,56.066,5.014,179.80,0.61,0.016,308
97.29,55.917,5.019,179.84,0.57,0.157,309
97.40,55.741,4.991,179.87,-0.02,0.174,309
97.50,55.605,5.005,179.87,0.30,0.038,309
97.60,55.456,4.995,179.89,0.05,0.112,310
97.70,55.303,5.000,179.89,0.15,0.241,310
97.80,55.147,5.001,179.90,0.16,0.085,310
97.90,54.971,5.026,179.91,0.60,0.095,311
98.01,54.891,5.010,179.94,0.27,0.172,311
98.11,54.702,5.015,179.96,0.36,0.145,311
98.21,54.562,5.004,179.98,0.12,0.006,311
98.32,54.394,5.021,179.99,0.42,0.165,312
98.42,54.242,4.994,-179.99,-0.15,0.190,312
98.52,54.071,4.969,-179.99,-0.71,0.036,312
98.63,53.948,5.001,179.96,0.06,0.104,313
98.73,53.824,5.000,179.97,0.03,0.229,313
98.83,53.638,5.025,179.97,0.59,0.094,313
98.94,53.452,4.998,-180.00,-0.04,0.095,314
99.04,53.332,5.010,-180.00,0.20,0.216,314
99.15,53.200,4.997,-179.99,-0.07,0.158,314
99.24,53.037,5.032,-179.99,0.73,0.033,314
99.34,52.905,4.962,-179.95,-0.78,0.142,315
99.44,52.733,4.958,-179.99,-0.88,0.200,315
99.55,52.572,5.003,179.95,0.14,0.035,315
99.65,52.463,4.970,179.96,-0.50,0.080,316
99.75,52.281,4.968,179.93,-0.55,0.252,316
99.85,52.139,4.974,179.90,-0.43,0.111,316
99.96,51.985,4.991,179.87,0.00,0.047,317
100.06,51.891,4.987,179.87,-0.08,0.141,317
100.16,51.714,4.997,179.87,0.11,0.188,317
100.27,51.534,4.979,179.88,-0.30,0.022,317
100.37,51.416,5.023,179.86,0.61,0.113,318
100.47,51.224,4.980,179.89,-0.27,0.204,318
100.58,51.048,4.995,179.88,0.05,0.028,318
100.68,50.937,4.977,179.88,-0.27,0.087,319
100.78,50.753,4.974,179.86,-0.34,0.238,319
100.88,50.653,4.949,179.84,-0.87,0.146,319
100.99,50.507,5.010,179.79,0.53,0.014,319
101.09,50.358,5.040,179.82,0.98,0.163,320
101.19,50.207,4.997,179.88,0.09,0.197,320
101.29,50.077,4.985,179.89,-0.19,0.068,320
101.39,49.859,5.011,179.88,0.37,0.152,321
101.49,49.778,4.992,179.90,-0.03,0.233,321
101.59,49.600,4.982,179.90,-0.25,0.096,321
101.69,49.440,4.981,179.88,-0.19,0.068,322
101.80,49.297,5.049,179.87,1.13,0.215,322
101.90,49.166,5.039,179.94,0.89,0.170,322
102.00,48.988,5.031,179.99,0.72,0.033,322
102.11,48.797,5.030,-179.96,0.53,0.205,323
102.21,48.658,5.043,-179.93,0.80,0.168,323
102.31,48.517,5.007,-179.88,-0.01,0.023,323
102.41,48.433,5.009,-179.88,0.02,0.063,324
102.52,48.256,5.015,-179.88,0.15,0.240,324
102.62,48.133,5.023,-179.87,0.31,0.144,324
102.73,47.960,5.006,-179.86,-0.07,0.031,324
102.83,47.805,5.014,-179.86,0.09,0.186,325
102.93,47.667,4.998,-179.86,-0.23,0.182,325
103.03,47.516,4.974,-179.87,-0.76,0.040,325
103.14,47.340,5.007,-179.91,0.01,0.145,326
103.24,47.156,4.997,-179.91,-0.19,0.176,326
103.34,47.015,5.017,-179.93,0.27,0.039,326
103.44,46.935,5.020,-179.91,0.24,0.050,327
103.54,46.741,4.978,-179.89,-0.58,0.240,327
103.65,46.579,4.984,-179.93,-0.44,0.105,327
103.75,46.400,4.998,-179.96,-0.10,0.075,328
103.85,46.287,4.941,-179.96,-1.19,0.197,328
103.95,46.158,5.017,179.97,0.39,0.189,328
104.05,45.974,5.005,179.99,0.12,0.006,328
104.16,45.887,4.986,180.00,-0.26,0.083,329
104.26,45.695,4.997,179.98,-0.04,0.230,329
104.37,45.574,5.019,179.98,0.43,0.111,329
104.47,45.390,4.984,-179.99,-0.30,0.076,330
104.57,45.240,4.991,179.99,-0.16,0.225,330
